"","ensembl","tissue_TMM","nCPM_1_TMM","nCPM_male_placenta_TMM","nCPM_ratio_TMM","tissue_DESq","nCPM_1_DESq","nCPM_male_placenta_DESq","nCPM_ratio_DESq"
"1","ENSG00000180432.5","female_placenta",2.31456707752223,0.0893266391230178,25.911274623628,"female_placenta",2.64031330871167,0.087667625018876,30.1173130690283
"2","ENSG00000144820.7","female_placenta",1.72645624092138,0.0117926349942709,146.401227695093,"female_placenta",1.70237875333068,0.0110435685300127,154.15114676965
"3","ENSG00000138755.5","female_placenta",4.79784673583091,1.28204018823465,3.74235283718951,"female_placenta",4.41487293158447,1.27542311650169,3.46149671780598
"4","ENSG00000180113.15","female_placenta",1.10761384403639,0.168343807382977,6.57947483340805,"female_placenta",1.29238361753368,0.175760647081348,7.35308864068713
"5","ENSG00000083782.7","female_placenta",2.13690456797205,0.579039475802052,3.69042985370235,"female_placenta",1.88223011985684,0.565069203418377,3.33097275248823
"6","ENSG00000118271.10","female_placenta",3.95070931309223,1.20879027995763,3.26831657947374,"female_placenta",3.77981748939752,1.23659237935559,3.05663980508051
"7","ENSG00000198695.2","female_placenta",29.3956191186264,9.64719141640822,3.04706497982713,"female_placenta",33.0558470515679,9.93381510835637,3.32760844559722
